	percentage	ssgsea_score_STD	Case
354	57	24.749754639967588	RS0008
355	58	27.218430298360403	RS0008
356	59	25.71115355730603	RS0008
357	60	18.29793854709036	RS0008
358	61	43.21157653689607	RS0008
359	62	10.671382728546883	RS0008
360	63	23.633342940531637	RS0008
361	64	42.570148496502846	RS0008
362	65	36.06344056759158	RS0008
363	66	46.32355721724899	RS0008
364	67	35.89544836410057	RS0008
365	68	33.77653037041539	RS0008
366	69	44.591125953518564	RS0008
367	70	39.64896431946665	RS0008
368	71	25.859899875848438	RS0008
369	72	48.618907847859376	RS0008
370	73	51.84035027663361	RS0008
371	74	38.190876444222866	RS0008
372	75	34.386435237634274	RS0008
373	76	24.90475222776179	RS0008
374	77	25.563909454779715	RS0008
375	78	54.764089176606696	RS0008
376	79	33.931487020093606	RS0008
377	80	59.25523921885207	RS0008
378	81	31.591965768127544	RS0008
379	82	55.227045448333534	RS0008
380	83	37.149715470416595	RS0008
381	84	74.4102774772197	RS0008
382	85	44.00930391686749	RS0008
383	86	46.31802438155571	RS0008
384	87	57.19256680355083	RS0008
385	88	76.3089313973628	RS0008
386	89	67.59710960410719	RS0008
387	90	56.38076013468828	RS0008
388	91	63.79914113956133	RS0008
389	92	64.78372132176825	RS0008
390	93	64.73188674709618	RS0008
391	94	92.24730376461744	RS0008
392	95	105.44527733727901	RS0008
393	96	109.75637933389548	RS0008
394	97	101.99866011604948	RS0008
395	98	86.30371513277836	RS0008
396	0	4.42527934208252	RS0013
397	1	4.162541376010566	RS0013
398	2	5.975612317557186	RS0013
399	3	4.249934614195763	RS0013
400	4	0.7275366051957897	RS0013
401	5	1.9115030351798035	RS0013
402	6	2.654130725951994	RS0013
403	7	2.8286943020118493	RS0013
404	8	4.567455189013813	RS0013
405	9	4.773609479694485	RS0013
406	10	4.979133935374364	RS0013
407	11	4.188599603390314	RS0013
408	12	3.2780116024091877	RS0013
409	13	6.478576339636653	RS0013
410	14	5.317674516089914	RS0013
411	15	7.682915282907507	RS0013
412	16	6.512957081461102	RS0013
413	17	13.711760142324824	RS0013
414	18	6.355870783345741	RS0013
415	19	4.814824039751062	RS0013
416	20	10.0137662100116	RS0013
417	21	11.258223225169662	RS0013
418	22	5.101401180032705	RS0013
419	23	10.25947067883741	RS0013
420	24	13.500216616221083	RS0013
421	25	15.09895569929692	RS0013
